Ziehung	Tag	Monat	Jahr	Zahl1	Zahl2	Zahl3	Zahl4	Zahl5	Zahl6	Zusatz	Super	Einsatz(EUR)	Quote GKI(EUR)	Anzahl GKI	Quote GKII(EUR)	Anzahl GKII	Quote GKIII(EUR)	Anzahl GKIII	Quote GKIV(EUR)	Anzahl GKIV	Quote GKV(EUR)	Anzahl GKV	Quote GKVI(EUR)	Anzahl GKVI	Quote GKVII(EUR)	Anzahl GKVII	Quote GKVIII(EUR)	Anzahl GKVIII	Anzahl GKIX	Quote GKIX(EUR)
Mi	6	5	2020	31	19	47	43	5	34	 	5	22656180	9675260,4	Jackpot	201712,7	4	4919,8	82	2044,3	592	121,3	3324	33,2	24267	15,2	53039	9,4	383046	5	361917
Sa	9	5	2020	36	2	23	9	17	22	 	7	45069638	12559717,2	Jackpot	529715,9	3	8025,9	99	3362	709	156,5	5077	43,2	36737	16,2	97538	10,2	697632	5	751777
Mi	13	5	2020	17	21	46	43	20	12	 	4	24390179	14120688,6	Jackpot	914548,8	Jackpot	18290,9	25	4864,6	282	285,6	1601	60	15224	26,1	34949	12,5	326655	5	297726
Sa	16	5	2020	47	8	3	6	11	48	 	4	47320854	17149223,2	Jackpot	530546,9	5	10346,3	84	2922,9	892	186,1	4668	37	46974	19,5	88979	8,9	871956	5	650007
Mi	20	5	2020	42	31	33	45	49	9	 	1	26155243	18823158,7	Jackpot	985873	1	9300,6	53	3791,8	390	212	2325	41,2	23919	23,7	41462	9,9	446623	5	308991
Sa	23	5	2020	17	35	1	27	11	4	 	8	47421701	21858147,5	Jackpot	425437,9	4	7806,2	109	2495,2	1023	141,5	6010	33,1	51339	16,5	102745	8,7	870799	5	731669
Mi	27	5	2020	25	43	47	39	4	36	 	3	26982748	23585043,3	Jackpot	997510,3	1	18472,4	27	4858	308	216,4	2304	51,3	19418	21,5	46190	11,7	383222	5	357875
Sa	30	5	2020	42	18	35	5	33	43	 	0	51594439	26887087,3	Jackpot	1994315,5	Jackpot	19552,1	51	4183,8	715	300,8	3315	49,5	40213	30,8	64566	11,7	762270	5	510404
Mi	3	6	2020	20	25	33	38	31	43	 	0	34991746	0	Jackpot	32468743,6	1	13214,4	51	3330,8	607	248,3	2714	37,8	35652	27,5	48967	10,2	592197	5	355542
Sa	6	6	2020	16	21	25	49	40	18	 	1	44157904	2826105,8	Jackpot	418710,1	4	17446,2	48	4592,7	547	266,8	3138	53,4	31328	26,9	62097	11,6	646608	5	500888
Mi	10	6	2020	36	42	11	2	20	17	 	1	22776231	4283784,5	Jackpot	867757,1	1	25522,2	17	3337,5	390	263,2	1648	44,3	19562	26,7	32426	10,7	362292	5	250573
Sa	13	6	2020	41	14	36	38	43	20	 	5	43533774	7069946	Jackpot	811781,2	2	15316,6	53	6938,3	351	256,8	3160	69,6	23316	25,2	64422	14,7	496503	5	549020
Mi	17	6	2020	6	29	13	48	38	35	 	3	23255348	8558288,2	Jackpot	861177,6	Jackpot	10764,7	40	4249,2	304	194,2	2217	49,3	17439	22,4	38377	11,7	330367	5	305511
Sa	20	6	2020	14	11	7	2	40	1	 	3	44950906	11435146,1	Jackpot	1248793,3	2	7718,9	106	2757,9	890	152,2	5374	32,5	50201	17,5	93442	8,7	842503	5	646901
Mi	24	6	2020	38	5	18	34	11	41	 	3	25180308	13046685,8	Jackpot	918674,9	1	9773,1	47	2858,9	482	175,1	2622	39,1	23436	19,3	47579	9,8	421061	5	358373
Sa	27	6	2020	42	49	24	27	14	21	 	4	45722461	17685524,1	1	0	Jackpot	12060,5	71	4506,8	570	221,1	3872	49,5	34540	24	71261	12	637252	5	561797
Mi	1	7	2020	38	32	36	2	44	39	 	1	21628699	1384236,7	Jackpot	834479,7	1	20861,9	20	5418,6	231	315,8	1321	55,7	14975	31,3	26649	12,7	295272	5	217063
Sa	4	7	2020	19	49	17	36	33	6	 	0	43168200	2073500,7	2	411790,2	4	10425	79	2415,1	1023	203,6	4044	32,7	50292	23,9	68778	8,6	854306	5	469945
Mi	8	7	2020	15	41	9	44	28	23	 	7	21768189	1393164	Jackpot	389725,5	2	6959,3	56	3796	308	163	2390	47,4	16420	17,9	43498	11,3	309152	5	339284
Sa	11	7	2020	29	32	46	16	38	8	 	7	43571856	4181762,7	Jackpot	393477,8	4	8842,1	89	2969,6	795	165,3	4759	44,1	35647	18,4	85262	11	639886	5	651643
Mi	15	7	2020	20	13	25	14	35	47	 	6	22183586	5601512,2	Jackpot	815135,3	Jackpot	13147,3	31	5386,3	227	209,6	1944	55,7	14626	21,7	37543	12,4	293574	5	304138
Sa	18	7	2020	8	11	25	34	28	49	 	7	43668022	8396265,6	Jackpot	2365731,5	1	10068,8	77	4073,3	571	180,5	4295	45,9	33709	17,4	88841	10,4	667482	5	706659
Mi	22	7	2020	44	25	17	6	11	24	 	1	23087877	9873889,7	Jackpot	862344,4	Jackpot	15969,3	27	3553,6	364	193,7	2225	35,8	24035	21,4	40134	8,9	434221	5	288574
Sa	25	7	2020	4	37	10	2	27	18	 	0	44604869	12728601,3	Jackpot	2561300,1	Jackpot	11479,4	74	2474,2	1030	196,4	4324	32,4	52426	23,3	72728	8,7	875844	5	491633
Mi	29	7	2020	35	20	15	34	3	43	 	7	24330919	14285780,1	Jackpot	3452009,6	1	8247,3	54	5138,7	260	211,2	2108	57,7	15412	21,6	41163	13	307271	5	340237
Sa	1	8	2020	39	1	33	20	24	38	 	0	46619520	17269429,3	Jackpot	898436,2	2	14490,9	62	4004,9	673	253,4	3545	44,3	40504	28,4	63205	10,9	736376	5	471477
Mi	5	8	2020	10	42	33	6	8	24	 	4	25914113	18927932,5	Jackpot	947106,3	1	7516,7	63	2569	553	156	3034	34,3	27604	18,5	51072	9,2	460450	5	365498
Sa	8	8	2020	28	48	8	18	14	25	 	7	47966747	21997804,3	Jackpot	1734790,1	1	7957,7	109	2920,5	891	142	6105	37,8	45840	19,2	90318	11,5	673552	5	713120
Mi	12	8	2020	21	35	20	34	4	45	 	4	27274843	23743394,2	Jackpot	513034,3	2	17101,1	30	6107,5	252	269,5	1903	60,2	17020	26,2	39155	13,1	349859	5	326229
Sa	15	8	2020	24	40	44	31	46	16	 	0	50051244	26946673,8	Jackpot	644484	3	12237	79	3399,9	853	247,4	3907	40,4	47806	27,3	70770	10,4	836072	5	497564
Mi	19	8	2020	27	48	38	18	5	22	 	1	37832673	9789321,6	3	178996,8	8	6508,9	110	1956,2	1098	192,4	3721	35,6	40146	23,9	59900	9,9	647714	5	435059
Sa	22	8	2020	29	2	10	37	1	8	 	5	43386097	2776710,2	Jackpot	1580772,3	Jackpot	11975,5	66	3965,1	598	185,4	4262	44,2	35710	19,3	81723	10,7	663528	5	621723
Mi	26	8	2020	40	18	39	26	15	3	 	3	22256693	4201138,5	Jackpot	2388121,6	Jackpot	10350,6	39	3411,3	355	165,4	2440	41,2	19553	18,3	43998	10,1	359091	5	326085
Sa	29	8	2020	19	1	36	12	48	20	 	5	44228545	7031765,3	Jackpot	1001540,6	4	13048,7	62	4388,8	553	209,1	3868	50,8	31831	21,1	76381	11,6	622517	5	620647
Mi	2	9	2020	39	49	6	10	23	45	 	3	23811234	8555684,2	Jackpot	872108,3	Jackpot	9690	45	3007,2	435	188,7	2310	42	20723	19,8	43917	10,4	377123	5	332123
Sa	5	9	2020	7	1	19	3	13	44	 	5	45737863	11482907,4	Jackpot	415243,8	6	4376,6	185	1363,8	1781	95,1	8513	22,1	72954	13	124300	7,1	1014880	5	749632
Mi	9	9	2020	35	49	24	46	22	9	 	0	24874616	13074882,8	Jackpot	958872,2	Jackpot	19177,4	25	4654,7	309	310,1	1546	53,3	17967	30,6	31250	11,8	363086	5	251322
Sa	12	9	2020	45	11	16	41	40	28	 	7	48033152	16149004,5	Jackpot	535005,9	5	10095	85	3876,8	664	175,6	4885	46,6	36767	17,9	95680	11	700836	5	756176
Mi	16	9	2020	41	43	8	48	31	44	 	8	26044162	17815830,8	Jackpot	483398,4	2	14648,4	33	5535	262	208,1	2322	51,7	18681	21,7	44409	11,9	365184	5	337457
Sa	19	9	2020	35	38	29	23	8	1	 	2	48667920	20930577,6	Jackpot	926601,4	2	22600	41	5138,2	541	283,1	3273	57,8	32041	27,6	67005	12,6	658720	5	537437
Mi	23	9	2020	26	6	32	25	19	33	 	0	32759550	23387543,8	Jackpot	900143,6	2	11144,6	56	2789	667	196,7	2623	35,2	34753	24,2	43020	9,5	517064	6	320149
Sa	26	9	2020	8	22	6	47	27	12	 	7	58975862,4	27810733,4	Jackpot	1501603,6	2	7229,9	144	3266,6	950	122	7052	42,6	47836	14,6	119163	9,8	837979	6	840560
Mi	30	9	2020	20	5	7	43	33	21	 	4	35103469,2	30443493,5	Jackpot	1872687,3	1	11803,6	55	4563,9	424	194	2766	52,1	24411	20,3	53433	10,7	477641	6	405732
Sa	3	10	2020	48	13	20	25	33	10	 	8	59023444,8	34870251,8	Jackpot	784348,7	4	8915	122	3558,6	911	163,3	5505	43,3	49218	18,7	96846	10	856276	6	694833
Mi	7	10	2020	15	38	5	37	44	8	 	0	37214520	37661340,8	Jackpot	1048971,8	2	23460,8	31	6005,1	361	355,6	1691	70,1	20350	33,9	35878	13,9	413534	6	304980
Sa	10	10	2020	28	16	8	33	22	4	 	6	65630475,6	42583626,4	1	701292,4	5	9279,1	131	3392,6	1068	170	5910	48	49573	19,6	103606	10,9	874929	6	752756
Mi	14	10	2020	20	27	14	25	26	6	 	2	25913536,8	1943515,2	Jackpot	713139,3	2	17658,6	28	4235,1	348	234	1747	56,3	17200	26	31807	11,6	335190	6	250788
